main,probe,move,version,SP,numInsertions,trialsToRun,stopError,alpha,beta,queryPercentage,deletePercentage,randomSeed,nthreads,HashAttempts,InitSize,cooloff,enfTemp,tempvar,lines,Milliseconds-Min,Milliseconds-Max,Milliseconds-Range,Milliseconds-Avg,Milliseconds-Median,Milliseconds-SD,Milliseconds-TMin,Milliseconds-TMax,Milliseconds-TRange,Milliseconds-TAvg,Milliseconds-TMedian,Milliseconds-TSD,Memusage-Min,Memusage-Max,Memusage-Range,Memusage-Avg,Memusage-Median,Memusage-SD,Barrier Gap-Max->Min,Barrier Gap-Max->Median
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,64000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570404518,1,2,262144,0,0,1.100000,1.000000,19674.261276,20743.344174,1069.082898,19961.659843,19799.354919,319.407548,19712.435131,20216.841631,504.406500,19899.874122,19799.354919,192.368034,0.191895,0.192107,0.000213,0.192006,0.192063,0.000068,0.000000,0.000000
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,64000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570404788,1,1,262144,0,0,1.100000,2.000000,18990.490877,19475.055297,484.564420,19270.113556,19209.706652,162.974645,19128.663532,19466.692120,338.028588,19279.448674,19209.706652,134.499180,0.191867,0.192090,0.000223,0.191994,0.192068,0.000075,0.000000,0.000000
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,64000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570405051,1,2,262144,0,0,1.100000,2.000000,24191.903983,25306.076443,1114.172460,24684.445347,24657.302403,343.371444,24308.595465,25101.718397,793.122932,24668.309131,24657.302403,261.709345,0.191939,0.192124,0.000185,0.192037,0.192111,0.000058,0.000000,0.000000
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570405369,8,1,67108864,0,0,1.100000,0.500000,4693.515683,4870.876835,177.361152,4743.376232,4725.824735,49.208064,4707.494618,4786.963459,79.468841,4733.671226,4725.824735,24.285695,0.062638,0.062642,0.000003,0.062640,0.062641,0.000001,0.999970,0.867873
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570405513,8,2,67108864,0,0,1.100000,0.500000,5787.826745,7009.237693,1221.410948,5992.581284,5896.740163,342.530365,5804.620705,5956.584672,151.963967,5891.093550,5896.740163,43.814595,0.134226,0.134232,0.000005,0.134229,0.134229,0.000002,0.999887,0.454288
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570405662,8,1,67108864,0,0,1.100000,1.000000,5443.730917,5727.931237,284.200320,5569.773810,5527.285647,95.788562,5468.883893,5720.504036,251.620143,5565.759493,5527.285647,79.628030,0.134227,0.134232,0.000005,0.134229,0.134227,0.000002,0.999918,0.470040
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570405805,8,2,67108864,0,0,1.100000,1.000000,6421.506538,6737.231753,315.725215,6540.619230,6507.107541,99.016440,6445.632611,6676.816890,231.184279,6530.931751,6507.107541,74.538126,0.134227,0.134233,0.000006,0.134229,0.134231,0.000002,0.999957,0.904552
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570405958,8,1,67108864,0,0,1.100000,2.000000,6299.890178,6442.070954,142.180776,6365.137088,6363.569404,55.892697,6300.557922,6435.628925,135.071003,6363.676218,6363.569404,51.291914,0.134226,0.134230,0.000003,0.134228,0.134228,0.000001,0.999966,0.928498
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570406108,8,2,67108864,0,0,1.100000,2.000000,6827.546448,7504.196915,676.650467,7019.783784,6991.217803,176.127603,6870.373557,7055.050433,184.676876,6983.261810,6991.217803,59.083855,0.134227,0.134231,0.000004,0.134229,0.134229,0.000001,0.999985,0.962978
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570406259,8,1,16777216,0,0,1.100000,0.500000,4593.279020,5096.104175,502.825155,4759.037241,4692.718662,158.439956,4665.486494,5036.306221,370.819727,4737.623652,4692.718662,115.257296,0.121234,0.121242,0.000008,0.121239,0.121239,0.000002,0.999924,0.474828
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570406394,8,2,16777216,0,0,1.100000,0.500000,6149.833749,6575.951395,426.117646,6307.519510,6276.275220,111.172548,6233.964064,6368.606409,134.642345,6293.676244,6276.275220,56.057771,0.250556,0.250564,0.000008,0.250560,0.250563,0.000003,0.999925,0.847711
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570406537,8,1,16777216,0,0,1.100000,1.000000,5554.469057,5689.173083,134.704026,5604.129615,5594.939891,34.012410,5587.606878,5635.795158,48.188280,5599.706751,5594.939891,14.634651,0.121236,0.250566,0.129331,0.134172,0.121238,0.038798,0.999939,0.872963
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570406674,8,2,16777216,0,0,1.100000,1.000000,7978.757892,8390.937241,412.179349,8209.892364,8213.566706,105.899490,8128.606808,8303.341417,174.734609,8216.153563,8213.566706,56.604999,0.250557,0.250568,0.000011,0.250561,0.250562,0.000004,0.999922,0.467404
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570406836,8,1,16777216,0,0,1.100000,2.000000,6705.807827,6873.505268,167.697441,6780.175573,6772.499894,42.732423,6754.243733,6812.545434,58.301701,6777.805330,6772.499894,22.289746,0.250553,0.250568,0.000015,0.250562,0.250564,0.000004,0.999925,0.555371
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570406984,8,2,16777216,0,0,1.100000,2.000000,10369.284469,10762.615340,393.330871,10477.478082,10452.920119,109.636150,10386.678577,10533.509551,146.830974,10455.360127,10452.920119,53.942224,0.250555,0.250565,0.000010,0.250561,0.250563,0.000004,0.999877,0.472465
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570407166,8,1,262144,0,0,1.100000,0.500000,6793.379547,6936.698107,143.318560,6852.859933,6850.352699,42.816670,6802.758889,6903.644361,100.885472,6849.815209,6850.352699,31.007567,0.117504,0.117511,0.000007,0.117509,0.117510,0.000002,0.999928,0.780143
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570407317,8,2,262144,0,0,1.100000,0.500000,11199.081827,11684.861359,485.779532,11436.434377,11508.996947,161.597832,11216.080107,11555.824557,339.744450,11435.050073,11508.996947,133.730636,0.470712,0.470730,0.000018,0.470722,0.470726,0.000006,0.972693,0.550988
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570407506,8,1,262144,0,0,1.100000,1.000000,10048.774434,10261.089287,212.314853,10141.314823,10126.791097,72.074478,10070.857889,10258.866279,188.008390,10137.910564,10126.791097,60.150796,0.235124,0.235133,0.000009,0.235129,0.235126,0.000002,0.999867,0.611534
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570407687,8,2,262144,0,0,1.100000,1.000000,16724.850090,17622.185515,897.335425,17131.879846,17113.564473,307.681148,16832.840750,17574.365404,741.524654,17121.470357,17113.564473,259.744384,0.470711,0.470733,0.000022,0.470721,0.470719,0.000006,0.999980,0.435886
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570407934,8,1,262144,0,0,1.100000,2.000000,12847.968332,13929.282664,1081.314332,13541.281670,13683.535520,367.583238,12898.906921,13853.103707,954.196786,13579.445713,13683.535520,297.551311,0.235120,0.470734,0.235613,0.305809,0.235129,0.107965,0.999977,0.877060
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570408146,8,2,262144,0,0,1.100000,2.000000,22175.344595,22957.123855,781.779260,22538.258401,22462.677156,264.440103,22265.179473,22951.197150,686.017677,22531.264445,22462.677156,221.285917,0.470696,0.470725,0.000029,0.470715,0.470709,0.000008,0.999978,0.914095
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570408447,8,1,67108864,0,0,1.100000,0.500000,2282.719327,2474.707744,191.988417,2323.605036,2309.043824,53.212860,2282.750198,2342.268972,59.518774,2309.827911,2309.043824,16.933481,0.031550,0.067598,0.036048,0.035158,0.031555,0.010813,0.999903,0.768552
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570408562,8,2,67108864,0,0,1.100000,0.500000,2611.604732,2784.611754,173.007022,2717.815802,2727.071841,50.929775,2666.093572,2778.439059,112.345487,2722.742692,2727.071841,35.358406,0.067600,0.067628,0.000028,0.067616,0.067621,0.000008,0.999906,0.643311
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570408672,8,1,67108864,0,0,1.100000,1.000000,2383.331878,2475.418885,92.087007,2415.946558,2411.084752,31.100144,2385.306584,2470.616753,85.310169,2412.589352,2411.084752,24.953326,0.067600,0.067621,0.000021,0.067611,0.067612,0.000006,0.999896,0.886410
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570408784,8,2,67108864,0,0,1.100000,1.000000,2534.371926,2619.031472,84.659546,2573.060952,2565.629791,25.351255,2549.375253,2600.088377,50.713124,2572.150765,2565.629791,18.742012,0.157716,0.157797,0.000081,0.157756,0.157752,0.000028,0.999933,0.838140
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570408888,8,1,67108864,0,0,1.100000,2.000000,2259.397175,2364.461264,105.064089,2289.151840,2277.218667,30.288631,2266.510404,2318.163378,51.652974,2283.457495,2277.218667,17.167402,0.067604,0.067621,0.000018,0.067612,0.067604,0.000006,0.999896,0.686819
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570408992,8,2,67108864,0,0,1.100000,2.000000,2242.811611,2450.880109,208.068498,2357.532743,2365.028405,60.552188,2278.768212,2428.631760,149.863548,2360.204464,2365.028405,42.915471,0.157723,0.157795,0.000071,0.157765,0.157740,0.000019,0.999914,0.754065
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409095,8,1,16777216,0,0,1.100000,0.500000,3473.665132,3660.605913,186.940781,3570.550399,3579.707462,52.366339,3506.470060,3619.837675,113.367615,3571.404118,3579.707462,35.213196,0.061061,0.061088,0.000027,0.061073,0.061081,0.000009,0.999882,0.915006
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409212,8,2,16777216,0,0,1.100000,0.500000,4634.278245,4840.911675,206.633430,4750.566784,4762.891365,63.901893,4643.602560,4811.138568,167.536008,4753.809740,4762.891365,48.817468,0.126217,0.270506,0.144288,0.241604,0.270480,0.057692,0.999962,0.455208
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409334,8,1,16777216,0,0,1.100000,1.000000,4045.923961,4259.123446,213.199485,4160.310638,4149.606501,61.897720,4109.178051,4237.371394,128.193343,4162.257372,4149.606501,43.924191,0.126197,0.126267,0.000070,0.126226,0.126241,0.000021,0.999939,0.665258
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409452,8,2,16777216,0,0,1.100000,1.000000,5318.597159,5495.947664,177.350505,5411.697886,5420.821226,48.602867,5369.748041,5456.336293,86.588252,5412.804255,5420.821226,31.318572,0.270417,0.270514,0.000097,0.270479,0.270456,0.000031,0.999878,0.840100
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409580,8,1,16777216,0,0,1.100000,2.000000,4618.538456,4855.189599,236.651143,4688.208171,4652.365494,73.344364,4631.548907,4774.736728,143.187821,4676.044207,4652.365494,49.841742,0.126210,0.270517,0.144307,0.241616,0.270493,0.057702,0.999955,0.775628
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409701,8,2,16777216,0,0,1.100000,2.000000,6476.483429,6807.963388,331.479959,6648.087451,6633.217850,109.632616,6519.358657,6788.373610,269.014953,6649.553461,6633.217850,90.254955,0.270415,0.270477,0.000063,0.270438,0.270425,0.000019,0.999914,0.423893
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409842,8,1,262144,0,0,1.100000,0.500000,5362.771125,5579.888514,217.117389,5471.739683,5454.390088,62.901182,5420.197681,5553.354685,133.157004,5471.842149,5454.390088,44.714632,0.118437,0.118461,0.000025,0.118450,0.118443,0.000008,0.999894,0.518911
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570409973,8,2,262144,0,0,1.100000,0.500000,8174.504163,8861.713491,687.209328,8497.559719,8502.901897,191.076136,8316.401671,8727.266393,410.864722,8492.422442,8502.901897,126.450040,0.475094,0.475222,0.000128,0.475168,0.475199,0.000037,0.999922,0.718896
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570410131,8,1,262144,0,0,1.100000,1.000000,7239.762773,7721.748614,481.985841,7411.779688,7403.107114,141.093259,7250.188230,7516.859714,266.671484,7394.535687,7403.107114,94.222926,0.237022,0.237189,0.000167,0.237111,0.237151,0.000045,0.999927,0.862035
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570410280,8,2,262144,0,0,1.100000,1.000000,11799.810565,12539.210384,739.399819,12203.984990,12191.086168,222.955360,11983.448486,12453.574181,470.125695,12212.603619,12191.086168,166.118801,0.475083,0.475222,0.000138,0.475152,0.475115,0.000038,0.999967,0.862857
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570410475,8,1,262144,0,0,1.100000,2.000000,9263.038344,10041.338918,778.300574,9646.163844,9531.390970,269.820613,9426.612078,10018.256306,591.644228,9644.657647,9531.390970,230.506236,0.237093,0.475212,0.238118,0.403739,0.475179,0.109092,0.999918,0.637837
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570410645,8,2,262144,0,0,1.100000,2.000000,16899.539756,17417.067280,517.527524,17178.753024,17182.890467,152.387783,17032.682209,17344.182725,311.500516,17183.865401,17182.890467,110.259658,0.475064,0.475281,0.000217,0.475166,0.475202,0.000066,0.999978,0.565513
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570410889,8,1,67108864,0,0,1.100000,0.500000,1214.027089,1275.916510,61.889421,1245.346150,1250.518950,20.583026,1215.400279,1265.541716,50.141437,1245.439738,1250.518950,17.033456,0.013597,0.013611,0.000015,0.013604,0.013603,0.000005,0.999904,0.531803
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570410981,8,2,67108864,0,0,1.100000,0.500000,1728.490023,1835.086720,106.596697,1770.692060,1764.740252,31.438750,1731.491610,1801.731891,70.240281,1767.917983,1764.740252,22.064399,0.031737,0.095250,0.063512,0.082517,0.095211,0.025385,0.999885,0.583488
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411072,8,1,67108864,0,0,1.100000,1.000000,1163.054839,1290.637960,127.583121,1228.006766,1226.565619,32.095259,1198.959696,1263.345360,64.385664,1228.296858,1226.565619,16.427735,0.031730,0.095200,0.063470,0.050780,0.063477,0.029075,0.999892,0.865480
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411160,8,2,67108864,0,0,1.100000,1.000000,1721.476179,1789.506569,68.030390,1749.551107,1745.666540,22.730081,1723.146888,1776.973938,53.827050,1748.066041,1745.666540,18.588578,0.095159,0.095279,0.000120,0.095217,0.095234,0.000030,0.999882,0.689647
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411250,8,1,67108864,0,0,1.100000,2.000000,1153.559671,1203.771704,50.212033,1177.771646,1177.872987,15.374445,1159.919536,1202.612144,42.692608,1177.548136,1177.872987,11.731971,0.095177,0.095305,0.000128,0.095234,0.095215,0.000032,0.999865,0.698385
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411335,8,2,67108864,0,0,1.100000,2.000000,1715.522632,1765.696771,50.174139,1742.138617,1745.788413,18.110170,1715.909459,1763.374242,47.464783,1742.520846,1745.788413,15.871422,0.095166,0.095263,0.000097,0.095220,0.095223,0.000031,0.999889,0.703709
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411425,8,1,16777216,0,0,1.100000,0.500000,1260.538620,1375.676756,115.138136,1313.614717,1311.587521,30.021605,1286.878067,1339.133524,52.255457,1312.491474,1311.587521,17.081078,0.025400,0.054444,0.029043,0.051513,0.054408,0.008704,0.999906,0.821540
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411513,8,2,16777216,0,0,1.100000,0.500000,1680.323910,1781.489540,101.165630,1715.744811,1698.440966,36.008638,1682.220707,1775.416086,93.195379,1711.954332,1698.440966,30.154330,0.054353,0.054430,0.000077,0.054397,0.054408,0.000022,0.999925,0.534747
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411603,8,1,16777216,0,0,1.100000,1.000000,1221.495259,1303.942054,82.446795,1264.634176,1274.601064,28.051866,1222.636870,1291.909228,69.272358,1265.113056,1274.601064,23.614513,0.054366,0.054445,0.000079,0.054410,0.054428,0.000026,0.999890,0.643671
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411689,8,2,16777216,0,0,1.100000,1.000000,1632.793069,1813.824136,181.031067,1679.321178,1664.111629,50.162288,1640.976848,1697.991478,57.014630,1668.324321,1664.111629,22.190071,0.126914,0.127003,0.000089,0.126965,0.126949,0.000029,0.999925,0.611245
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411778,8,1,16777216,0,0,1.100000,2.000000,1201.638108,1286.218018,84.579910,1239.676106,1238.601485,25.541254,1207.028866,1262.087682,55.058816,1238.613116,1238.601485,19.044284,0.054401,0.126986,0.072585,0.119699,0.126961,0.021766,0.999914,0.882755
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411863,8,2,16777216,0,0,1.100000,2.000000,1545.628570,1703.023484,157.394914,1613.786009,1618.922712,49.814299,1553.238271,1667.216918,113.978647,1611.151004,1618.922712,38.971680,0.126925,0.381149,0.254224,0.355575,0.253984,0.076217,0.999925,0.771197
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570411951,8,1,262144,0,0,1.100000,0.500000,2328.842190,2509.514470,180.672280,2440.301550,2438.409398,54.154187,2385.582185,2503.442708,117.860523,2445.582355,2438.409398,38.551989,0.095596,0.192074,0.096478,0.182319,0.143759,0.028908,0.999931,0.464822
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570412046,8,2,262144,0,0,1.100000,0.500000,3144.374929,3503.676917,359.301988,3379.683990,3410.853960,110.171617,3233.766901,3475.784066,242.017165,3393.598507,3410.853960,78.329705,0.386629,0.387355,0.000726,0.386905,0.386802,0.000218,0.999933,0.737011
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570412151,8,1,262144,0,0,1.100000,1.000000,2884.589047,3173.895621,289.306574,3016.356213,3031.122303,83.991281,2931.413426,3079.408134,147.994708,3013.134683,3031.122303,59.456997,0.191897,0.192108,0.000210,0.191962,0.192053,0.000056,0.999936,0.729311
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570412252,8,2,262144,0,0,1.100000,1.000000,4102.887079,4528.836032,425.948953,4372.386447,4383.993674,113.395127,4305.722879,4523.375355,217.652476,4386.517670,4383.993674,61.115296,0.386712,0.387215,0.000503,0.386935,0.386761,0.000162,0.999922,0.565820
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570412366,8,1,262144,0,0,1.100000,2.000000,3863.500994,4303.481707,439.980713,4045.667752,4018.338550,119.629312,3977.717574,4212.842909,235.125335,4036.211852,4018.338550,73.095526,0.386808,0.387284,0.000476,0.387022,0.387076,0.000140,0.999901,0.810522
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,8000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570412478,8,2,262144,0,0,1.100000,2.000000,6369.044772,6729.938579,360.893807,6548.496305,6563.305509,106.690645,6427.237108,6647.984003,220.746895,6548.247462,6563.305509,78.025870,0.386746,0.387162,0.000416,0.386961,0.387000,0.000125,0.999935,0.666988
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570412614,16,1,67108864,0,0,1.100000,0.500000,2396.919349,2503.430518,106.511169,2435.044588,2428.194833,32.299354,2398.564259,2480.104331,81.540072,2431.262002,2428.194833,22.879712,0.062639,0.062643,0.000004,0.062641,0.062640,0.000001,0.999903,0.892247
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570412735,16,2,67108864,0,0,1.100000,0.500000,2896.044090,3104.860858,208.816768,2978.224825,2962.584651,61.313542,2929.827773,3068.100071,138.272298,2972.667913,2962.584651,42.655763,0.134227,0.134232,0.000006,0.134230,0.134232,0.000002,0.999898,0.548627
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570412854,16,1,67108864,0,0,1.100000,1.000000,2753.282653,3103.859370,350.576717,2847.193888,2794.180397,105.428222,2779.276285,2971.699949,192.423664,2826.849607,2794.180397,64.365647,0.134225,0.134233,0.000008,0.134230,0.134232,0.000002,0.999908,0.713598
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570412971,16,2,67108864,0,0,1.100000,1.000000,3262.255373,3547.645269,285.389896,3352.155012,3309.571958,95.757654,3267.739579,3513.122442,245.382863,3338.956185,3309.571958,74.164703,0.134228,0.134231,0.000004,0.134229,0.134229,0.000001,0.999929,0.474880
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413092,16,1,67108864,0,0,1.100000,2.000000,3037.685310,3195.323992,157.638682,3128.943455,3144.213502,50.461353,3042.986245,3174.809024,131.822779,3132.053157,3144.213502,39.767598,0.134227,0.134231,0.000004,0.134229,0.134229,0.000001,0.999933,0.715931
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413210,16,2,67108864,0,0,1.100000,2.000000,3375.187660,3916.415186,541.227526,3497.253083,3441.312204,159.155190,3383.529205,3640.717319,257.188114,3460.115998,3441.312204,80.369151,0.134226,0.134232,0.000007,0.134230,0.134228,0.000002,0.999931,0.231790
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413326,16,1,16777216,0,0,1.100000,0.500000,2284.066474,2421.470814,137.404340,2376.706952,2382.214873,39.257228,2339.484120,2416.991039,77.506919,2382.691529,2382.214873,23.818891,0.121238,0.121243,0.000005,0.121239,0.121239,0.000002,0.999858,0.384882
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413438,16,2,16777216,0,0,1.100000,0.500000,3116.651264,3261.471021,144.819757,3161.193433,3157.402701,39.636576,3126.477318,3191.973825,65.496507,3154.226506,3157.402701,20.256719,0.250555,0.250567,0.000012,0.250562,0.250563,0.000004,0.999907,0.791360
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413549,16,1,16777216,0,0,1.100000,1.000000,2857.069127,2937.630626,80.561499,2891.902697,2894.197688,24.321111,2867.348214,2913.041252,45.693038,2890.540902,2894.197688,18.013562,0.121236,0.250562,0.129326,0.147104,0.121237,0.051729,0.999894,0.674297
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413660,16,2,16777216,0,0,1.100000,1.000000,4088.496684,4311.797055,223.300371,4188.931009,4186.737837,63.742767,4097.079428,4244.943483,147.864055,4186.127044,4186.737837,43.854000,0.250552,0.250565,0.000013,0.250559,0.250558,0.000004,0.999891,0.517324
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413782,16,1,16777216,0,0,1.100000,2.000000,3418.939285,3488.562416,69.623131,3439.375746,3433.757264,20.266938,3420.554006,3460.514170,39.960164,3435.781970,3433.757264,12.078847,0.250551,0.250565,0.000014,0.250560,0.250560,0.000004,0.999858,0.719323
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570413897,16,2,16777216,0,0,1.100000,2.000000,5241.022107,5437.933931,196.911824,5296.430381,5284.367454,55.058926,5249.713511,5336.170061,86.456550,5285.668472,5284.367454,28.051231,0.250555,0.250563,0.000008,0.250558,0.250556,0.000002,0.999911,0.875333
open,cache,lazymove,V0.1,OML:V0.1/h:0.2,4000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570414027,16,1,262144,0,0,1.100000,0.500000,3499.841172,3628.595321,128.754149,3548.211457,3526.010667,43.810625,3500.549241,3601.506303,100.957062,3544.209760,3526.010667,35.819600,0.117504,0.117510,0.000007,0.117507,0.117507,0.000002,0.999884,0.701117
