main,probe,move,version,SP,numInsertions,trialsToRun,stopError,alpha,beta,queryPercentage,deletePercentage,randomSeed,nthreads,HashAttempts,InitSize,cooloff,enfTemp,tempvar,lines,Milliseconds-Min,Milliseconds-Max,Milliseconds-Range,Milliseconds-Avg,Milliseconds-Median,Milliseconds-SD,Milliseconds-TMin,Milliseconds-TMax,Milliseconds-TRange,Milliseconds-TAvg,Milliseconds-TMedian,Milliseconds-TSD,Memusage-Min,Memusage-Max,Memusage-Range,Memusage-Avg,Memusage-Median,Memusage-SD,Barrier Gap-Max->Min,Barrier Gap-Max->Median
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570380237,32,2,16777216,0,0,1.100000,2.000000,1398.625408,1478.787445,80.162037,1428.794881,1426.564554,21.361136,1407.709952,1444.420522,36.710570,1426.316995,1426.564554,11.749512,0.536892,0.536924,0.000032,0.536916,0.536923,0.000009,0.999876,0.791019
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570380323,32,1,262144,0,0,1.100000,0.500000,1359.068900,1492.615722,133.546822,1407.959929,1403.038703,38.396073,1364.155684,1449.921890,85.766206,1403.489334,1403.038703,25.064314,0.117505,0.117510,0.000005,0.117507,0.117506,0.000002,0.999891,0.868495
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570380413,32,2,262144,0,0,1.100000,0.500000,2102.644080,2225.404856,122.760776,2154.708097,2140.542968,41.301624,2109.832942,2210.033523,100.200581,2152.379004,2140.542968,34.106727,0.470717,0.470730,0.000013,0.470724,0.470727,0.000005,0.949835,0.632469
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570380506,32,1,262144,0,0,1.100000,1.000000,1964.523228,2059.224758,94.701530,2007.617273,2009.884938,26.192351,1972.143463,2029.817013,57.673550,2006.553093,2009.884938,17.069356,0.235127,0.235137,0.000010,0.235131,0.235134,0.000003,0.999863,0.658006
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570380600,32,2,262144,0,0,1.100000,1.000000,2713.748476,2851.480571,137.732095,2784.374848,2790.981898,41.769692,2722.773935,2831.698479,108.924544,2784.814928,2790.981898,31.532245,0.470708,0.470732,0.000024,0.470720,0.470712,0.000006,0.996045,0.678569
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570380700,32,1,262144,0,0,1.100000,2.000000,2435.607521,2548.180113,112.572592,2494.767248,2491.687308,33.262321,2457.418397,2544.315943,86.897546,2495.485605,2491.687308,24.256144,0.235126,0.470731,0.235605,0.329366,0.352929,0.115415,0.999877,0.818619
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570380797,32,2,262144,0,0,1.100000,2.000000,3975.596090,4205.316764,229.720674,4091.122309,4079.395507,71.684517,4010.790852,4190.301972,179.511120,4091.288779,4079.395507,55.901473,0.470711,0.470731,0.000020,0.470720,0.470730,0.000007,0.999889,0.778664
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570380910,32,1,67108864,0,0,1.100000,0.500000,446.728902,470.141900,23.412998,457.370462,456.564257,7.348180,447.974891,464.566680,16.591789,457.104228,456.564257,5.734086,0.067599,0.067627,0.000027,0.067614,0.067621,0.000009,0.999905,0.840318
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570380991,32,2,67108864,0,0,1.100000,0.500000,542.945934,599.624629,56.678695,553.416399,545.853327,16.596683,543.236983,561.051992,17.815009,548.949178,545.853327,6.614561,0.157740,0.157805,0.000065,0.157770,0.157769,0.000019,0.999631,0.839487
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381070,32,1,67108864,0,0,1.100000,1.000000,443.769282,475.530177,31.760895,453.761702,451.003924,9.185728,446.051980,464.885342,18.833362,452.289695,451.003924,5.620571,0.157740,0.157815,0.000075,0.157770,0.157758,0.000021,0.999503,0.778858
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381148,32,2,67108864,0,0,1.100000,1.000000,532.294502,587.575541,55.281039,547.493083,543.773025,15.384221,535.527077,555.208100,19.681023,544.382598,543.773025,7.514497,0.157737,0.157823,0.000086,0.157778,0.157815,0.000027,0.999911,0.879345
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381227,32,1,67108864,0,0,1.100000,2.000000,438.299739,467.865707,29.565968,455.237835,457.557354,8.414717,443.379014,460.982360,17.603346,455.776612,457.557354,5.694186,0.157739,0.157799,0.000061,0.157770,0.157756,0.000019,0.999915,0.920793
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381305,32,2,67108864,0,0,1.100000,2.000000,525.290516,575.473368,50.182852,541.288627,538.625130,13.706104,526.323797,552.754250,26.430453,539.015298,538.625130,7.182378,0.157731,0.157786,0.000055,0.157764,0.157778,0.000016,0.999601,0.806047
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381383,32,1,16777216,0,0,1.100000,0.500000,571.197015,625.303349,54.106334,587.907028,585.954200,14.242063,573.877852,595.691366,21.813514,585.321239,585.954200,6.094710,0.126189,0.126244,0.000055,0.126216,0.126205,0.000014,0.999910,0.906211
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381463,32,2,16777216,0,0,1.100000,0.500000,725.030917,804.996467,79.965550,749.732192,746.160091,22.475170,728.157099,762.154260,33.997161,745.911817,746.160091,12.600979,0.270419,0.270509,0.000090,0.270455,0.270494,0.000032,0.999768,0.797815
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381542,32,1,16777216,0,0,1.100000,1.000000,607.637821,649.520206,41.882385,628.725519,632.653126,14.901287,609.125489,647.250804,38.125315,628.762146,632.653126,12.958408,0.126207,0.270512,0.144305,0.198362,0.270488,0.072135,0.999932,0.896939
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381620,32,2,16777216,0,0,1.100000,1.000000,775.355100,836.908529,61.553429,793.554199,788.634991,16.391843,778.808738,801.951771,23.143033,790.409796,788.634991,7.044697,0.270406,0.270489,0.000084,0.270431,0.270420,0.000025,0.999884,0.829580
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381699,32,1,16777216,0,0,1.100000,2.000000,690.423332,771.358799,80.935467,716.702163,706.439061,24.490165,691.673018,740.452182,48.779164,713.154937,706.439061,16.654934,0.270403,0.270526,0.000123,0.270457,0.270429,0.000041,0.999885,0.846974
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381778,32,2,16777216,0,0,1.100000,2.000000,938.675317,1013.401115,74.725798,968.702138,964.538459,19.127719,956.983610,990.263121,33.279511,966.868119,964.538459,9.566730,0.270410,0.270510,0.000099,0.270461,0.270447,0.000028,0.999883,0.897429
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381859,32,1,262144,0,0,1.100000,0.500000,1125.604315,1248.734714,123.130399,1160.110042,1149.843442,35.760209,1132.996543,1198.082323,65.085780,1153.345174,1149.843442,20.545195,0.118416,0.118468,0.000051,0.118440,0.118456,0.000014,0.999903,0.902332
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570381943,32,2,262144,0,0,1.100000,0.500000,1633.791481,1744.654992,110.863511,1689.612302,1692.307206,35.389080,1647.604944,1742.042594,94.437650,1689.709568,1692.307206,28.235909,0.475064,0.475203,0.000139,0.475144,0.475155,0.000045,0.999811,0.611773
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570382030,32,1,262144,0,0,1.100000,1.000000,1471.339989,1663.823403,192.483414,1516.498039,1505.000614,52.554501,1481.187237,1536.580021,55.392784,1503.727124,1505.000614,17.926841,0.237073,0.237186,0.000113,0.237121,0.237121,0.000034,0.999907,0.838620
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570382117,32,2,262144,0,0,1.100000,1.000000,2033.973512,2188.569655,154.596143,2096.654111,2088.396621,36.797160,2078.621394,2109.456572,30.835178,2092.999743,2088.396621,11.489940,0.475083,0.475204,0.000121,0.475144,0.475127,0.000032,0.999888,0.817669
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570382208,32,1,262144,0,0,1.100000,2.000000,1898.502492,2038.852667,140.350175,1936.816769,1923.876397,40.867159,1901.367398,1965.688920,64.321522,1928.851566,1923.876397,23.222787,0.237086,0.475311,0.238225,0.379958,0.356112,0.116641,0.999912,0.818393
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570382297,32,2,262144,0,0,1.100000,2.000000,3065.656440,3182.936048,117.279608,3109.355103,3101.524477,33.532771,3079.708971,3149.579000,69.870029,3105.619818,3101.524477,21.820632,0.475005,0.475258,0.000252,0.475130,0.475037,0.000071,0.999907,0.791106
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382399,32,1,67108864,0,0,1.100000,0.500000,333.122438,358.190891,25.068453,343.052957,342.772021,8.313907,333.642869,354.620136,20.977267,342.402030,342.772021,6.708656,0.031728,0.031746,0.000018,0.031738,0.031737,0.000005,0.999944,0.924896
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382474,32,2,67108864,0,0,1.100000,0.500000,458.302777,483.883218,25.580441,468.072840,465.039312,8.138822,459.995219,478.530413,18.535194,467.317800,465.039312,6.249214,0.031726,0.095271,0.063545,0.082541,0.095268,0.025406,0.999891,0.828130
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382549,32,1,67108864,0,0,1.100000,1.000000,322.123126,337.154848,15.031722,328.480875,326.905885,4.712827,323.546842,335.250995,11.704153,328.191347,326.905885,3.636240,0.031728,0.095280,0.063552,0.050802,0.063502,0.029107,0.999914,0.863378
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382623,32,2,67108864,0,0,1.100000,1.000000,459.253544,486.739337,27.485793,470.409180,466.735555,9.499051,460.740428,486.575465,25.835037,469.762365,466.735555,7.967516,0.095186,0.095285,0.000099,0.095243,0.095244,0.000033,0.999910,0.897982
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382698,32,1,67108864,0,0,1.100000,2.000000,323.123177,338.672771,15.549594,329.298627,327.500121,4.814412,325.524779,335.037704,9.512925,328.898791,327.500121,3.614137,0.095126,0.095282,0.000155,0.095215,0.095211,0.000046,0.999910,0.876887
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382772,32,2,67108864,0,0,1.100000,2.000000,456.511290,484.827190,28.315900,467.228918,464.317712,8.457221,459.986405,478.022653,18.036248,466.368838,464.317712,5.966168,0.095175,0.095257,0.000082,0.095210,0.095225,0.000029,0.999453,0.829962
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382847,32,1,16777216,0,0,1.100000,0.500000,315.741469,346.790272,31.048803,332.304573,331.510676,9.633861,322.439126,345.416220,22.977094,332.564248,331.510676,7.444809,0.054392,0.054471,0.000079,0.054420,0.054406,0.000025,0.999886,0.935191
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382920,32,2,16777216,0,0,1.100000,0.500000,431.993947,469.112991,37.119044,445.554247,441.046007,12.266496,436.477864,468.725001,32.247137,444.304442,441.046007,9.703588,0.126866,0.127050,0.000184,0.126958,0.126928,0.000050,0.999860,0.895696
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570382995,32,1,16777216,0,0,1.100000,1.000000,306.588916,351.553262,44.964346,330.374708,330.281031,12.626787,320.108088,350.453562,30.345474,330.700612,330.281031,8.508912,0.126872,0.127002,0.000129,0.126951,0.126947,0.000033,0.999837,0.894086
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383068,32,2,16777216,0,0,1.100000,1.000000,428.483638,479.817807,51.334169,442.430142,437.214201,14.540392,431.059768,455.308877,24.249109,439.499998,437.214201,7.526633,0.126952,0.127080,0.000128,0.126994,0.126978,0.000034,0.999560,0.781401
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383142,32,1,16777216,0,0,1.100000,2.000000,307.854380,351.826218,43.971838,333.664081,335.223652,11.661169,326.589163,343.844123,17.254960,334.620026,335.223652,6.675647,0.126930,0.127053,0.000123,0.126981,0.126950,0.000042,0.906086,0.793826
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383215,32,2,16777216,0,0,1.100000,2.000000,420.912779,485.973309,65.060530,435.645539,427.132113,19.248252,421.465006,451.640842,30.175836,431.196163,427.132113,9.978964,0.126887,0.381245,0.254358,0.330147,0.381088,0.101615,0.999064,0.812824
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383289,32,1,262144,0,0,1.100000,0.500000,532.961116,618.173311,85.212195,557.958252,548.024701,24.946486,539.011308,579.271765,40.260457,553.556012,548.024701,15.072838,0.191878,0.192062,0.000184,0.191972,0.191953,0.000057,0.999574,0.633098
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383364,32,2,262144,0,0,1.100000,0.500000,663.661648,708.238248,44.576600,685.633354,684.841659,12.070046,675.224897,697.673412,22.448515,685.554205,684.841659,7.608160,0.386925,0.387235,0.000310,0.387030,0.387115,0.000114,0.999859,0.772373
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383440,32,1,262144,0,0,1.100000,1.000000,609.267630,700.105329,90.837699,634.550504,626.644692,24.125371,620.549746,649.001289,28.451543,629.516510,626.644692,9.225968,0.191805,0.192050,0.000245,0.191950,0.191941,0.000064,0.996612,0.791048
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383515,32,2,262144,0,0,1.100000,1.000000,846.108126,914.756861,68.648735,879.967909,887.246215,23.238741,853.425930,914.656589,61.230659,879.851762,887.246215,19.504893,0.386677,0.387260,0.000584,0.386970,0.386714,0.000213,0.996235,0.852524
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383594,32,1,262144,0,0,1.100000,2.000000,812.112352,884.196971,72.084619,847.123657,840.149532,21.431435,830.741808,872.957749,42.215941,846.865905,840.149532,15.780963,0.386720,0.387140,0.000421,0.386969,0.387071,0.000147,0.999930,0.852379
open,cache,remain,V0.2,OMR:V0.2/h:0.2,2000000,10,0.000000,0.500000,0.500000,0.900000,0.900000,1570383671,32,2,262144,0,0,1.100000,2.000000,1200.117101,1399.624163,199.507062,1270.664430,1252.717147,57.298277,1220.813180,1336.960078,116.146898,1263.362880,1252.717147,36.737050,0.386615,0.387120,0.000505,0.386926,0.386938,0.000131,0.999852,0.746384
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570383753,64,1,67108864,0,0,1.100000,0.500000,294.810326,324.607915,29.797589,306.801446,304.991000,8.956072,297.543941,316.864869,19.320928,306.074527,304.991000,6.490644,0.062639,0.134229,0.071590,0.076958,0.062640,0.028635,0.997884,0.965692
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570383837,64,2,67108864,0,0,1.100000,0.500000,323.399104,373.103798,49.704694,339.661215,338.002448,12.777219,330.715960,344.492251,13.776291,337.513655,338.002448,5.157695,0.313197,0.313212,0.000015,0.313202,0.313205,0.000005,0.999865,0.900186
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570383913,64,1,67108864,0,0,1.100000,1.000000,290.098556,324.968639,34.870083,306.437690,304.869890,9.722183,298.931047,318.263972,19.332925,306.163713,304.869890,6.463790,0.134225,0.134233,0.000008,0.134228,0.134227,0.000002,0.999772,0.935207
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570383991,64,2,67108864,0,0,1.100000,1.000000,338.609387,379.556653,40.947266,353.321050,352.667958,10.611374,344.387941,358.425506,14.037565,351.880557,352.667958,5.058068,0.313195,0.313210,0.000015,0.313200,0.313197,0.000005,0.999883,0.907828
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384067,64,1,67108864,0,0,1.100000,2.000000,303.545393,328.974943,25.429550,316.403966,310.749651,9.428263,307.881363,328.165410,20.284047,316.439915,310.749651,8.407874,0.313193,0.313207,0.000014,0.313202,0.313200,0.000004,0.999128,0.867330
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384143,64,2,67108864,0,0,1.100000,2.000000,333.223261,408.712683,75.489422,355.123500,349.929806,21.284970,337.832106,368.905812,31.073706,351.162382,349.929806,11.475816,0.313196,0.313206,0.000011,0.313201,0.313204,0.000003,0.999862,0.890025
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384219,64,1,16777216,0,0,1.100000,0.500000,361.660300,426.283980,64.623680,379.729252,371.004874,22.002005,362.494483,416.755769,54.261286,376.168530,371.004874,16.754189,0.121238,0.121242,0.000004,0.121240,0.121240,0.000001,0.999925,0.889662
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384300,64,2,16777216,0,0,1.100000,0.500000,478.568253,525.634921,47.066668,503.398728,503.513011,16.220013,484.098215,522.086178,37.987963,503.723013,503.513011,13.779723,0.250557,0.250570,0.000013,0.250561,0.250561,0.000004,0.999229,0.836739
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384378,64,1,16777216,0,0,1.100000,1.000000,449.067422,497.951315,48.883893,460.551116,453.404260,15.077179,450.347835,479.779873,29.432038,457.311553,453.404260,9.073347,0.250556,0.250569,0.000012,0.250560,0.250560,0.000003,0.999846,0.873084
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384457,64,2,16777216,0,0,1.100000,1.000000,527.844264,638.168329,110.324065,562.494453,558.966947,28.876871,538.165353,575.954187,37.788834,557.366493,558.966947,12.253561,0.250558,0.536931,0.286372,0.479646,0.536903,0.114542,0.999918,0.901079
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384534,64,1,16777216,0,0,1.100000,2.000000,495.466646,549.226081,53.759435,520.027956,518.328892,14.374118,510.472491,538.445370,27.972879,519.448354,518.328892,8.715480,0.250557,0.250565,0.000008,0.250560,0.250562,0.000003,0.999873,0.890994
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384613,64,2,16777216,0,0,1.100000,2.000000,733.270080,812.291980,79.021900,761.035425,754.842119,23.852587,734.153363,781.613987,47.460624,758.099024,754.842119,16.667073,0.536897,0.536917,0.000020,0.536909,0.536914,0.000007,0.999903,0.880211
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384693,64,1,262144,0,0,1.100000,0.500000,745.660040,824.786114,79.126074,778.089802,776.376374,20.501869,756.736739,788.728722,31.991983,776.306483,776.376374,10.871922,0.117506,0.117512,0.000007,0.117508,0.117507,0.000002,0.999789,0.931069
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384776,64,2,262144,0,0,1.100000,0.500000,1161.261604,1275.051092,113.789488,1189.582503,1178.408045,32.811625,1161.558010,1215.695202,54.137192,1182.439041,1178.408045,16.773648,0.470704,0.470731,0.000027,0.470721,0.470721,0.000008,0.998799,0.948245
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384860,64,1,262144,0,0,1.100000,1.000000,1061.039078,1147.002229,85.963151,1096.396877,1083.365006,29.709494,1066.488897,1128.710923,62.222026,1094.490933,1083.365006,24.965986,0.235126,0.235139,0.000013,0.235132,0.235126,0.000004,0.999596,0.669648
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570384944,64,2,262144,0,0,1.100000,1.000000,1437.027573,1571.590077,134.562504,1506.676468,1502.586445,38.433289,1476.280532,1547.642188,71.361656,1507.268379,1502.586445,26.701191,0.470712,0.470733,0.000020,0.470719,0.470721,0.000006,0.999906,0.909947
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570385031,64,1,262144,0,0,1.100000,2.000000,1330.837202,1465.334346,134.497144,1369.716329,1358.110841,38.717591,1333.896027,1410.425010,76.528983,1362.623968,1358.110841,22.174631,0.235128,0.470725,0.235596,0.352922,0.235130,0.117792,0.999043,0.588300
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.000000,0.000000,1570385116,64,2,262144,0,0,1.100000,2.000000,2142.997428,2316.303367,173.305939,2201.597764,2189.587623,51.629806,2150.848625,2255.418008,104.569383,2194.584606,2189.587623,34.769812,0.470713,0.470738,0.000025,0.470726,0.470722,0.000009,0.999462,0.680918
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385210,64,1,67108864,0,0,1.100000,0.500000,240.485401,259.883519,19.398118,250.743319,251.255186,4.979959,246.347475,254.223379,7.875904,250.883034,251.255186,2.717435,0.067603,0.067618,0.000015,0.067613,0.067615,0.000005,0.999889,0.966134
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385288,64,2,67108864,0,0,1.100000,0.500000,295.364969,321.293668,25.928699,304.126622,302.090123,8.602058,295.542857,316.420018,20.877161,303.075948,302.090123,6.704930,0.157737,0.157802,0.000065,0.157768,0.157783,0.000022,0.997265,0.724314
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385365,64,1,67108864,0,0,1.100000,1.000000,240.866644,283.507448,42.640804,251.213948,247.635854,11.552269,242.391092,256.359475,13.968383,248.470673,247.635854,3.943474,0.157742,0.157787,0.000045,0.157763,0.157766,0.000013,0.999914,0.929148
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385441,64,2,67108864,0,0,1.100000,1.000000,291.729767,309.155081,17.425314,298.900484,297.785253,5.609997,292.185745,306.643979,14.458234,298.514999,297.785253,4.429389,0.157732,0.157806,0.000074,0.157771,0.157790,0.000022,0.999838,0.852728
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385518,64,1,67108864,0,0,1.100000,2.000000,240.502004,274.874947,34.372943,249.281380,246.955755,9.024207,242.683810,250.587191,7.903381,247.179606,246.955755,2.421655,0.157751,0.157808,0.000057,0.157775,0.157775,0.000020,0.999914,0.936608
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385594,64,2,67108864,0,0,1.100000,2.000000,280.878603,318.521036,37.642433,296.220294,294.895805,10.847298,285.824468,305.838774,20.014306,295.350412,294.895805,7.398435,0.157744,0.157785,0.000041,0.157765,0.157765,0.000014,0.999900,0.910218
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385670,64,1,16777216,0,0,1.100000,0.500000,290.882408,328.877222,37.994814,303.407433,298.974978,12.625757,294.483216,326.589950,32.106734,301.789337,298.974978,9.795184,0.126196,0.126252,0.000056,0.126214,0.126207,0.000016,0.999879,0.924637
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385746,64,2,16777216,0,0,1.100000,0.500000,362.819900,548.477134,185.657234,398.237451,379.646569,51.514315,370.751720,408.279542,37.527822,383.884684,379.646569,11.526414,0.270388,0.270508,0.000120,0.270453,0.270474,0.000037,0.999859,0.953781
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385822,64,1,16777216,0,0,1.100000,1.000000,312.559913,364.897765,52.337852,328.310466,324.432170,15.729379,315.008034,349.427771,34.419737,325.705873,324.432170,10.205097,0.126192,0.270473,0.144281,0.155067,0.126227,0.057700,0.999641,0.897938
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385898,64,2,16777216,0,0,1.100000,1.000000,398.779142,448.455673,49.676531,416.311803,408.644768,16.306876,399.641150,442.533571,42.892421,414.485402,408.644768,12.707446,0.270405,0.270490,0.000085,0.270446,0.270431,0.000023,0.997737,0.905040
open,cache,remain,V0.2,OMR:V0.2/h:0.2,1000000,10,0.000000,0.500000,0.500000,0.500000,0.500000,1570385973,64,1,16777216,0,0,1.100000,2.000000,357.244636,476.074353,118.829717,384.472598,372.239003,33.831331,359.079707,410.473000,51.393293,376.425873,372.239003,14.980604,0.270416,0.270507,0.000092,0.270462,0.270467,0.000028,0.999083,0.856732
